,Unnamed: 0,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,date,year,month,day,hour,week_day,duration
1598,1598,2019-03-24 23:38:12,2019-03-24 23:50:44,1,3.38,12.5,2.44,0.0,18.74,yellow,credit card,Murray Hill,Little Italy/NoLiTa,Manhattan,Manhattan,2019-03-24,2019,3,24,23,Sunday,12.53
1599,1599,2019-03-10 03:17:59,2019-03-10 03:37:49,1,3.62,16.0,3.96,0.0,23.76,yellow,credit card,Alphabet City,Williamsburg (North Side),Manhattan,Brooklyn,2019-03-10,2019,3,10,3,Sunday,19.83
1600,1600,2019-03-02 13:34:51,2019-03-02 13:43:32,1,1.6,8.5,2.35,0.0,14.15,yellow,credit card,Upper West Side South,Manhattan Valley,Manhattan,Manhattan,2019-03-02,2019,3,2,13,Saturday,8.68
1601,1601,2019-03-23 12:06:35,2019-03-23 12:17:24,2,1.3,8.5,0.0,0.0,11.8,yellow,cash,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan,2019-03-23,2019,3,23,12,Saturday,10.82
1602,1602,2019-03-14 22:01:15,2019-03-14 22:10:35,1,1.28,7.5,2.26,0.0,13.56,yellow,credit card,Central Park,Central Park,Manhattan,Manhattan,2019-03-14,2019,3,14,22,Thursday,9.33
1603,1603,2019-03-29 15:23:06,2019-03-29 15:39:44,1,1.88,11.5,4.44,0.0,19.24,yellow,credit card,Greenwich Village South,Penn Station/Madison Sq West,Manhattan,Manhattan,2019-03-29,2019,3,29,15,Friday,16.63
1604,1604,2019-03-28 18:18:48,2019-03-28 18:41:26,2,3.1,16.5,4.16,0.0,24.96,yellow,credit card,Union Sq,Battery Park City,Manhattan,Manhattan,2019-03-28,2019,3,28,18,Thursday,22.63
1605,1605,2019-03-31 05:00:50,2019-03-31 05:13:03,1,2.62,11.0,2.0,0.0,16.8,yellow,credit card,East Chelsea,East Village,Manhattan,Manhattan,2019-03-31,2019,3,31,5,Sunday,12.22
1606,1606,2019-03-09 12:14:24,2019-03-09 12:19:56,1,0.91,6.0,1.86,0.0,11.16,yellow,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan,2019-03-09,2019,3,9,12,Saturday,5.53
1607,1607,2019-03-11 08:53:13,2019-03-11 09:13:07,1,1.2,13.0,4.05,0.0,20.35,yellow,credit card,West Chelsea/Hudson Yards,Union Sq,Manhattan,Manhattan,2019-03-11,2019,3,11,8,Monday,19.9
1608,1608,2019-03-19 15:23:49,2019-03-19 16:01:37,2,11.8,38.5,0.0,0.0,39.3,yellow,cash,JFK Airport,East New York,Queens,Brooklyn,2019-03-19,2019,3,19,15,Tuesday,37.8
1609,1609,2019-03-16 18:34:41,2019-03-16 19:10:41,1,17.17,52.0,11.06,0.0,66.36,yellow,credit card,Sutton Place/Turtle Bay North,JFK Airport,Manhattan,Queens,2019-03-16,2019,3,16,18,Saturday,36.0
1610,1610,2019-03-23 22:18:37,2019-03-23 22:23:57,2,1.19,6.0,1.96,0.0,11.76,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan,2019-03-23,2019,3,23,22,Saturday,5.33
1611,1611,2019-03-24 03:26:55,2019-03-24 03:35:48,1,1.12,7.5,2.26,0.0,13.56,yellow,credit card,East Chelsea,Greenwich Village South,Manhattan,Manhattan,2019-03-24,2019,3,24,3,Sunday,8.88
1612,1612,2019-03-22 19:09:21,2019-03-22 19:22:36,1,3.34,13.0,0.0,0.0,17.3,yellow,cash,Midtown East,Sunnyside,Manhattan,Queens,2019-03-22,2019,3,22,19,Friday,13.25
1613,1613,2019-03-05 08:50:07,2019-03-05 09:15:56,1,3.1,17.5,3.12,0.0,23.92,yellow,credit card,Upper West Side North,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-05,2019,3,5,8,Tuesday,25.82
1614,1614,2019-03-24 12:12:20,2019-03-24 12:27:55,1,1.55,10.5,0.0,0.0,13.8,yellow,cash,UN/Turtle Bay South,Central Park,Manhattan,Manhattan,2019-03-24,2019,3,24,12,Sunday,15.58
1615,1615,2019-03-21 23:03:17,2019-03-21 23:11:37,1,2.08,9.0,2.56,0.0,15.36,yellow,credit card,Battery Park City,West Village,Manhattan,Manhattan,2019-03-21,2019,3,21,23,Thursday,8.33
1616,1616,2019-03-23 16:34:39,2019-03-23 17:07:21,3,3.45,20.5,0.0,0.0,23.8,yellow,cash,Little Italy/NoLiTa,Times Sq/Theatre District,Manhattan,Manhattan,2019-03-23,2019,3,23,16,Saturday,32.7
1617,1617,2019-03-16 09:12:31,2019-03-16 09:31:50,1,8.83,26.5,7.11,5.76,42.67,yellow,credit card,LaGuardia Airport,Midtown South,Queens,Manhattan,2019-03-16,2019,3,16,9,Saturday,19.32
1618,1618,2019-03-11 07:47:42,2019-03-11 07:54:11,1,1.0,6.5,1.96,0.0,11.76,yellow,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan,2019-03-11,2019,3,11,7,Monday,6.48
1619,1619,2019-03-21 20:07:31,2019-03-21 20:13:01,1,0.8,5.5,2.79,0.0,12.09,yellow,credit card,Central Park,Lincoln Square West,Manhattan,Manhattan,2019-03-21,2019,3,21,20,Thursday,5.5
1620,1620,2019-03-18 16:36:20,2019-03-18 16:40:24,1,0.98,5.0,0.0,0.0,9.3,yellow,cash,Lincoln Square West,Upper West Side South,Manhattan,Manhattan,2019-03-18,2019,3,18,16,Monday,4.07
1621,1621,2019-03-27 12:21:46,2019-03-27 12:41:11,5,5.73,20.0,5.82,0.0,29.12,yellow,credit card,Financial District South,Midtown South,Manhattan,Manhattan,2019-03-27,2019,3,27,12,Wednesday,19.42
1622,1622,2019-03-12 14:40:30,2019-03-12 14:51:42,1,2.4,11.0,3.55,0.0,17.85,yellow,credit card,Lincoln Square West,Morningside Heights,Manhattan,Manhattan,2019-03-12,2019,3,12,14,Tuesday,11.2
1623,1623,2019-03-29 10:08:13,2019-03-29 10:19:46,1,1.45,9.0,0.0,0.0,12.3,yellow,credit card,Stuy Town/Peter Cooper Village,Greenwich Village South,Manhattan,Manhattan,2019-03-29,2019,3,29,10,Friday,11.55
1624,1624,2019-03-27 22:36:16,2019-03-27 22:41:36,1,0.68,5.0,1.76,0.0,10.56,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan,2019-03-27,2019,3,27,22,Wednesday,5.33
1625,1625,2019-03-26 09:37:48,2019-03-26 09:59:53,5,3.44,15.5,1.0,0.0,19.8,yellow,credit card,Yorkville West,Midtown Center,Manhattan,Manhattan,2019-03-26,2019,3,26,9,Tuesday,22.08
1626,1626,2019-03-18 21:02:10,2019-03-18 21:15:02,5,2.94,12.0,3.16,0.0,18.96,yellow,credit card,Lower East Side,Williamsburg (North Side),Manhattan,Brooklyn,2019-03-18,2019,3,18,21,Monday,12.87
1627,1627,2019-03-22 21:43:25,2019-03-22 21:57:55,2,3.24,13.0,2.0,0.0,18.8,yellow,credit card,Midtown South,Yorkville West,Manhattan,Manhattan,2019-03-22,2019,3,22,21,Friday,14.5
1628,1628,2019-03-28 01:17:23,2019-03-28 01:27:33,1,4.29,14.0,0.0,0.0,17.8,yellow,cash,Upper East Side South,Mott Haven/Port Morris,Manhattan,Bronx,2019-03-28,2019,3,28,1,Thursday,10.17
1629,1629,2019-03-10 14:05:39,2019-03-10 14:20:27,1,2.2,11.5,2.96,0.0,17.76,yellow,credit card,Chinatown,West Village,Manhattan,Manhattan,2019-03-10,2019,3,10,14,Sunday,14.8
1630,1630,2019-03-12 23:24:51,2019-03-12 23:27:17,1,0.54,4.0,0.0,0.0,7.8,yellow,cash,East Chelsea,Penn Station/Madison Sq West,Manhattan,Manhattan,2019-03-12,2019,3,12,23,Tuesday,2.43
1631,1631,2019-03-20 18:07:20,2019-03-20 18:18:30,3,0.8,8.0,0.0,0.0,12.3,yellow,cash,Garment District,East Chelsea,Manhattan,Manhattan,2019-03-20,2019,3,20,18,Wednesday,11.17
1632,1632,2019-03-04 18:55:35,2019-03-04 19:08:12,3,2.13,10.5,0.0,0.0,14.25,yellow,credit card,Sunnyside,Astoria,Queens,Queens,2019-03-04,2019,3,4,18,Monday,12.62
1633,1633,2019-03-12 08:05:48,2019-03-12 08:12:25,6,1.07,6.5,1.46,0.0,8.76,yellow,credit card,Bloomingdale,Upper West Side North,Manhattan,Manhattan,2019-03-12,2019,3,12,8,Tuesday,6.62
1634,1634,2019-03-30 11:30:51,2019-03-30 11:58:14,1,9.38,28.5,7.51,5.76,45.07,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan,2019-03-30,2019,3,30,11,Saturday,27.38
1635,1635,2019-03-23 09:40:51,2019-03-23 09:47:15,1,1.0,6.5,0.0,0.0,7.3,yellow,cash,Sunnyside,Sunnyside,Queens,Queens,2019-03-23,2019,3,23,9,Saturday,6.4
1636,1636,2019-03-16 12:45:41,2019-03-16 12:55:31,1,1.2,8.5,2.36,0.0,14.16,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan,2019-03-16,2019,3,16,12,Saturday,9.83
1637,1637,2019-03-06 09:23:53,2019-03-06 09:38:53,1,2.15,12.0,3.06,0.0,18.36,yellow,credit card,Midtown East,Clinton West,Manhattan,Manhattan,2019-03-06,2019,3,6,9,Wednesday,15.0
1638,1638,2019-03-13 19:47:39,2019-03-13 20:06:52,2,3.9,16.5,4.16,0.0,24.96,yellow,credit card,Morningside Heights,Midtown Center,Manhattan,Manhattan,2019-03-13,2019,3,13,19,Wednesday,19.22
1639,1639,2019-03-10 21:04:50,2019-03-10 21:11:22,0,1.2,7.0,2.15,0.0,12.95,yellow,credit card,Clinton East,Lincoln Square West,Manhattan,Manhattan,2019-03-10,2019,3,10,21,Sunday,6.53
1640,1640,2019-03-26 18:09:24,2019-03-26 18:26:36,1,3.8,15.0,5.01,5.76,30.07,yellow,credit card,TriBeCa/Civic Center,Carroll Gardens,Manhattan,Brooklyn,2019-03-26,2019,3,26,18,Tuesday,17.2
1641,1641,2019-03-14 11:37:39,2019-03-14 11:51:33,1,2.11,11.0,3.58,0.0,17.88,yellow,credit card,Manhattan Valley,Lincoln Square West,Manhattan,Manhattan,2019-03-14,2019,3,14,11,Thursday,13.9
1642,1642,2019-03-11 14:51:12,2019-03-11 15:08:55,6,1.74,11.5,2.96,0.0,17.76,yellow,credit card,Central Park,Clinton East,Manhattan,Manhattan,2019-03-11,2019,3,11,14,Monday,17.72
1643,1643,2019-03-24 20:23:53,2019-03-24 20:46:32,1,8.8,27.0,4.0,5.76,40.56,yellow,credit card,LaGuardia Airport,Upper East Side South,Queens,Manhattan,2019-03-24,2019,3,24,20,Sunday,22.65
1644,1644,2019-03-22 19:57:46,2019-03-22 20:04:51,1,1.31,7.0,0.0,0.0,11.3,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,2019-03-22,2019,3,22,19,Friday,7.08
1645,1645,2019-03-07 17:43:27,2019-03-07 18:16:20,2,4.8,21.5,5.16,0.0,30.96,yellow,credit card,Midtown Center,Astoria,Manhattan,Queens,2019-03-07,2019,3,7,17,Thursday,32.88
1646,1646,2019-03-02 15:08:55,2019-03-02 15:16:40,1,1.2,7.0,0.0,0.0,10.3,yellow,cash,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,2019-03-02,2019,3,2,15,Saturday,7.75
1647,1647,2019-03-21 08:22:55,2019-03-21 09:01:55,1,3.93,24.5,5.56,0.0,33.36,yellow,credit card,Upper West Side South,Gramercy,Manhattan,Manhattan,2019-03-21,2019,3,21,8,Thursday,39.0
1648,1648,2019-03-20 20:12:00,2019-03-20 20:22:39,1,1.82,8.5,0.0,0.0,12.3,yellow,cash,Midtown South,West Village,Manhattan,Manhattan,2019-03-20,2019,3,20,20,Wednesday,10.65
1649,1649,2019-03-23 19:18:31,2019-03-23 19:30:12,1,1.7,9.5,2.55,0.0,15.35,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan,2019-03-23,2019,3,23,19,Saturday,11.68
1650,1650,2019-03-09 14:20:43,2019-03-09 14:49:32,1,4.33,20.5,4.76,0.0,28.56,yellow,credit card,Lincoln Square East,Little Italy/NoLiTa,Manhattan,Manhattan,2019-03-09,2019,3,9,14,Saturday,28.82
1651,1651,2019-03-06 09:16:00,2019-03-06 09:39:38,1,1.9,14.5,3.55,0.0,21.35,yellow,credit card,Times Sq/Theatre District,Union Sq,Manhattan,Manhattan,2019-03-06,2019,3,6,9,Wednesday,23.63
1652,1652,2019-03-10 10:01:33,2019-03-10 10:09:57,1,1.32,8.0,2.26,0.0,13.56,yellow,credit card,Times Sq/Theatre District,Lincoln Square East,Manhattan,Manhattan,2019-03-10,2019,3,10,10,Sunday,8.4
1653,1653,2019-03-31 15:22:31,2019-03-31 15:27:40,1,0.42,5.0,1.66,0.0,9.96,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,2019-03-31,2019,3,31,15,Sunday,5.15
1654,1654,2019-03-26 13:49:35,2019-03-26 13:56:03,1,1.03,6.5,1.96,0.0,11.76,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan,2019-03-26,2019,3,26,13,Tuesday,6.47
1655,1655,2019-03-06 08:00:31,2019-03-06 08:21:35,2,1.92,13.5,2.86,0.0,17.16,yellow,credit card,Central Harlem,East Harlem South,Manhattan,Manhattan,2019-03-06,2019,3,6,8,Wednesday,21.07
1656,1656,2019-03-08 11:45:28,2019-03-08 12:06:27,5,2.51,14.5,0.0,0.0,17.8,yellow,cash,Midtown East,East Chelsea,Manhattan,Manhattan,2019-03-08,2019,3,8,11,Friday,20.98
1657,1657,2019-03-13 09:56:58,2019-03-13 10:49:35,1,17.1,52.0,0.0,0.0,55.3,yellow,cash,Midtown Center,JFK Airport,Manhattan,Queens,2019-03-13,2019,3,13,9,Wednesday,52.62
1658,1658,2019-03-16 19:42:43,2019-03-16 19:57:35,1,1.71,11.0,0.0,0.0,14.3,yellow,credit card,Midtown South,Clinton East,Manhattan,Manhattan,2019-03-16,2019,3,16,19,Saturday,14.87
1659,1659,2019-03-23 19:18:42,2019-03-23 19:24:43,1,1.02,6.5,3.0,0.0,12.8,yellow,credit card,Upper West Side North,Upper West Side South,Manhattan,Manhattan,2019-03-23,2019,3,23,19,Saturday,6.02
1660,1660,2019-03-14 12:35:04,2019-03-14 12:41:31,0,0.8,6.0,1.85,0.0,11.15,yellow,credit card,Little Italy/NoLiTa,West Village,Manhattan,Manhattan,2019-03-14,2019,3,14,12,Thursday,6.45
1661,1661,2019-03-16 10:06:20,2019-03-16 10:23:17,2,2.3,12.5,3.16,0.0,18.96,yellow,credit card,UN/Turtle Bay South,Flatiron,Manhattan,Manhattan,2019-03-16,2019,3,16,10,Saturday,16.95
1662,1662,2019-03-25 12:25:48,2019-03-25 12:40:37,1,2.86,12.5,3.16,0.0,18.96,yellow,credit card,Upper West Side South,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-25,2019,3,25,12,Monday,14.82
1663,1663,2019-03-02 14:46:54,2019-03-02 14:58:46,1,1.3,9.0,2.45,0.0,14.75,yellow,credit card,Central Park,Upper West Side South,Manhattan,Manhattan,2019-03-02,2019,3,2,14,Saturday,11.87
1664,1664,2019-03-06 17:22:21,2019-03-06 17:47:22,1,3.0,17.0,2.5,0.0,23.8,yellow,credit card,Lincoln Square West,Union Sq,Manhattan,Manhattan,2019-03-06,2019,3,6,17,Wednesday,25.02
1665,1665,2019-03-11 17:37:31,2019-03-11 17:51:42,1,2.83,12.0,0.0,0.0,16.3,yellow,cash,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan,2019-03-11,2019,3,11,17,Monday,14.18
1666,1666,2019-03-27 20:15:02,2019-03-27 20:25:04,2,1.4,8.0,0.0,0.0,9.3,yellow,cash,Fort Greene,Prospect Heights,Brooklyn,Brooklyn,2019-03-27,2019,3,27,20,Wednesday,10.03
1667,1667,2019-03-02 09:51:41,2019-03-02 09:52:52,1,0.51,3.5,1.36,0.0,8.16,yellow,credit card,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan,2019-03-02,2019,3,2,9,Saturday,1.18
1668,1668,2019-03-09 19:11:48,2019-03-09 19:23:17,1,1.25,8.5,1.0,0.0,12.8,yellow,credit card,Greenwich Village North,Kips Bay,Manhattan,Manhattan,2019-03-09,2019,3,9,19,Saturday,11.48
1669,1669,2019-03-08 23:31:10,2019-03-08 23:54:13,1,2.34,15.5,0.0,0.0,19.3,yellow,credit card,Flatiron,Lower East Side,Manhattan,Manhattan,2019-03-08,2019,3,8,23,Friday,23.05
1670,1670,2019-03-20 00:47:03,2019-03-20 00:57:30,1,2.18,10.0,2.82,0.0,14.12,yellow,credit card,Hamilton Heights,Bloomingdale,Manhattan,Manhattan,2019-03-20,2019,3,20,0,Wednesday,10.45
1671,1671,2019-03-22 14:58:33,2019-03-22 15:32:25,1,7.31,27.0,0.0,5.76,36.06,yellow,cash,Penn Station/Madison Sq West,Boerum Hill,Manhattan,Brooklyn,2019-03-22,2019,3,22,14,Friday,33.87
1672,1672,2019-03-29 07:13:54,2019-03-29 07:20:17,5,0.95,6.5,1.96,0.0,11.76,yellow,credit card,Midtown Center,Lenox Hill West,Manhattan,Manhattan,2019-03-29,2019,3,29,7,Friday,6.38
1673,1673,2019-03-15 07:09:54,2019-03-15 07:19:49,1,1.57,8.5,2.36,0.0,14.16,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan,2019-03-15,2019,3,15,7,Friday,9.92
1674,1674,2019-03-26 20:41:02,2019-03-26 20:47:24,5,1.28,6.5,2.06,0.0,12.36,yellow,credit card,Flatiron,Garment District,Manhattan,Manhattan,2019-03-26,2019,3,26,20,Tuesday,6.37
1675,1675,2019-03-20 09:38:46,2019-03-20 09:53:38,2,2.0,11.0,2.85,0.0,17.15,yellow,credit card,Little Italy/NoLiTa,Midtown South,Manhattan,Manhattan,2019-03-20,2019,3,20,9,Wednesday,14.87
1676,1676,2019-03-17 09:35:26,2019-03-17 09:38:43,1,0.65,4.5,1.56,0.0,9.36,yellow,credit card,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan,2019-03-17,2019,3,17,9,Sunday,3.28
1677,1677,2019-03-10 00:18:51,2019-03-10 00:26:11,1,1.4,7.0,0.0,0.0,8.3,yellow,cash,Ridgewood,Bushwick North,Queens,Brooklyn,2019-03-10,2019,3,10,0,Sunday,7.33
1678,1678,2019-03-24 19:53:51,2019-03-24 20:00:07,1,1.74,7.5,2.16,0.0,12.96,yellow,credit card,Upper East Side North,Upper West Side North,Manhattan,Manhattan,2019-03-24,2019,3,24,19,Sunday,6.27
1679,1679,2019-03-22 13:26:58,2019-03-22 13:41:32,1,1.6,10.0,2.65,0.0,15.95,yellow,credit card,Times Sq/Theatre District,Kips Bay,Manhattan,Manhattan,2019-03-22,2019,3,22,13,Friday,14.57
1680,1680,2019-03-11 09:44:03,2019-03-11 10:19:55,0,9.1,31.5,8.1,5.76,48.66,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan,2019-03-11,2019,3,11,9,Monday,35.87
1681,1681,2019-03-16 11:01:12,2019-03-16 11:07:52,1,1.11,6.5,2.94,0.0,12.74,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan,2019-03-16,2019,3,16,11,Saturday,6.67
1682,1682,2019-03-28 22:46:51,2019-03-28 23:36:04,1,10.0,38.0,0.0,0.0,41.8,yellow,cash,TriBeCa/Civic Center,Crown Heights South,Manhattan,Brooklyn,2019-03-28,2019,3,28,22,Thursday,49.22
1683,1683,2019-03-19 20:01:35,2019-03-19 20:08:46,1,1.47,7.5,0.0,0.0,11.3,yellow,credit card,Lincoln Square West,Upper West Side North,Manhattan,Manhattan,2019-03-19,2019,3,19,20,Tuesday,7.18
1684,1684,2019-03-28 19:53:03,2019-03-28 20:04:10,6,2.39,10.5,2.96,0.0,17.76,yellow,credit card,Midtown Center,Long Island City/Hunters Point,Manhattan,Queens,2019-03-28,2019,3,28,19,Thursday,11.12
1685,1685,2019-03-11 08:29:43,2019-03-11 08:46:48,1,1.7,11.5,0.0,0.0,14.8,yellow,cash,Upper West Side South,Upper East Side North,Manhattan,Manhattan,2019-03-11,2019,3,11,8,Monday,17.08
1686,1686,2019-03-28 16:03:30,2019-03-28 16:31:56,1,2.11,17.5,2.0,0.0,23.8,yellow,credit card,Union Sq,Upper East Side South,Manhattan,Manhattan,2019-03-28,2019,3,28,16,Thursday,28.43
1687,1687,2019-03-10 16:24:03,2019-03-10 16:27:36,3,0.8,5.0,1.65,0.0,9.95,yellow,credit card,Hudson Sq,Flatiron,Manhattan,Manhattan,2019-03-10,2019,3,10,16,Sunday,3.55
1688,1688,2019-03-22 20:04:56,2019-03-22 20:08:38,1,0.33,4.0,0.8,0.0,8.6,yellow,credit card,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan,2019-03-22,2019,3,22,20,Friday,3.7
1689,1689,2019-03-11 11:42:54,2019-03-11 11:57:52,1,1.6,10.5,0.0,0.0,13.8,yellow,cash,Midtown Center,Lenox Hill West,Manhattan,Manhattan,2019-03-11,2019,3,11,11,Monday,14.97
1691,1691,2019-03-13 17:22:08,2019-03-13 17:34:08,1,3.1,12.0,0.0,0.0,16.3,yellow,cash,Upper West Side South,East Harlem North,Manhattan,Manhattan,2019-03-13,2019,3,13,17,Wednesday,12.0
1692,1692,2019-03-29 10:27:24,2019-03-29 10:51:42,1,2.1,16.0,3.85,0.0,23.15,yellow,credit card,Midtown East,Upper East Side North,Manhattan,Manhattan,2019-03-29,2019,3,29,10,Friday,24.3
1693,1693,2019-03-14 15:11:11,2019-03-14 15:33:50,1,2.0,14.5,3.55,0.0,21.35,yellow,credit card,Midtown North,Kips Bay,Manhattan,Manhattan,2019-03-14,2019,3,14,15,Thursday,22.65
1694,1694,2019-03-20 23:35:24,2019-03-20 23:53:54,1,2.87,13.5,3.46,0.0,20.76,yellow,credit card,West Village,Flatiron,Manhattan,Manhattan,2019-03-20,2019,3,20,23,Wednesday,18.5
1695,1695,2019-03-03 22:07:34,2019-03-03 22:43:57,1,8.3,29.5,6.65,0.0,39.95,yellow,credit card,East Chelsea,Prospect-Lefferts Gardens,Manhattan,Brooklyn,2019-03-03,2019,3,3,22,Sunday,36.38
1696,1696,2019-03-03 15:17:27,2019-03-03 15:38:44,2,8.49,26.0,7.32,0.0,36.62,yellow,credit card,Meatpacking/West Village West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2019-03-03,2019,3,3,15,Sunday,21.28
1697,1697,2019-03-12 18:47:48,2019-03-12 18:53:01,2,0.94,6.0,2.06,0.0,12.36,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan,2019-03-12,2019,3,12,18,Tuesday,5.22
1698,1698,2019-03-12 15:02:35,2019-03-12 15:45:50,1,9.85,36.0,5.0,5.76,50.06,yellow,credit card,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens,2019-03-12,2019,3,12,15,Tuesday,43.25
1699,1699,2019-03-08 23:19:37,2019-03-08 23:23:42,1,0.6,5.0,0.0,0.0,8.8,yellow,cash,Murray Hill,Midtown East,Manhattan,Manhattan,2019-03-08,2019,3,8,23,Friday,4.08
1700,1700,2019-03-20 13:26:44,2019-03-20 13:40:20,1,0.9,9.5,2.56,0.0,15.36,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan,2019-03-20,2019,3,20,13,Wednesday,13.6
1701,1701,2019-03-12 14:34:19,2019-03-12 14:39:38,1,0.97,6.0,2.32,0.0,11.62,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan,2019-03-12,2019,3,12,14,Tuesday,5.32
1702,1702,2019-03-10 07:50:09,2019-03-10 08:19:59,2,21.27,56.0,5.0,0.0,61.8,yellow,credit card,JFK Airport,Sunset Park West,Queens,Brooklyn,2019-03-10,2019,3,10,7,Sunday,29.83
1703,1703,2019-03-13 07:29:20,2019-03-13 07:34:05,1,1.14,6.0,1.86,0.0,11.16,yellow,credit card,Upper East Side North,Upper West Side South,Manhattan,Manhattan,2019-03-13,2019,3,13,7,Wednesday,4.75
1704,1704,2019-03-17 04:22:54,2019-03-17 04:44:43,2,4.3,17.5,0.0,0.0,21.3,yellow,,Lower East Side,Bushwick South,Manhattan,Brooklyn,2019-03-17,2019,3,17,4,Sunday,21.82
1705,1705,2019-03-12 09:26:57,2019-03-12 09:51:00,1,1.8,15.0,2.0,0.0,20.3,yellow,credit card,Midtown East,East Chelsea,Manhattan,Manhattan,2019-03-12,2019,3,12,9,Tuesday,24.05
1706,1706,2019-03-08 03:19:11,2019-03-08 03:26:32,2,2.0,8.5,1.0,0.0,13.3,yellow,credit card,West Chelsea/Hudson Yards,Clinton West,Manhattan,Manhattan,2019-03-08,2019,3,8,3,Friday,7.35
1707,1707,2019-03-17 11:49:47,2019-03-17 11:57:38,1,0.16,6.0,0.0,0.0,9.3,yellow,cash,Murray Hill,Murray Hill,Manhattan,Manhattan,2019-03-17,2019,3,17,11,Sunday,7.85
1708,1708,2019-03-20 17:28:50,2019-03-20 17:36:37,1,0.8,6.5,2.15,0.0,12.95,yellow,credit card,Times Sq/Theatre District,Midtown North,Manhattan,Manhattan,2019-03-20,2019,3,20,17,Wednesday,7.78
1709,1709,2019-03-22 07:29:23,2019-03-22 07:41:34,1,1.6,9.5,0.0,0.0,12.8,yellow,cash,Lenox Hill East,Lincoln Square East,Manhattan,Manhattan,2019-03-22,2019,3,22,7,Friday,12.18
1710,1710,2019-03-07 19:34:14,2019-03-07 19:54:37,4,3.58,15.0,3.86,0.0,23.16,yellow,credit card,Meatpacking/West Village West,Midtown North,Manhattan,Manhattan,2019-03-07,2019,3,7,19,Thursday,20.38
1711,1711,2019-03-27 05:29:13,2019-03-27 06:09:12,1,19.43,52.0,12.21,5.76,73.27,yellow,credit card,JFK Airport,Hudson Sq,Queens,Manhattan,2019-03-27,2019,3,27,5,Wednesday,39.98
1712,1712,2019-03-27 17:52:35,2019-03-27 18:08:49,1,3.46,14.0,0.0,0.0,18.3,yellow,cash,East Chelsea,Upper East Side North,Manhattan,Manhattan,2019-03-27,2019,3,27,17,Wednesday,16.23
1713,1713,2019-03-23 19:11:19,2019-03-23 19:23:46,1,4.68,15.5,0.0,0.0,16.3,yellow,cash,JFK Airport,South Jamaica,Queens,Queens,2019-03-23,2019,3,23,19,Saturday,12.45
1714,1714,2019-03-22 19:16:00,2019-03-22 19:24:56,1,1.8,8.5,3.2,0.0,16.0,yellow,credit card,Midtown Center,Upper East Side North,Manhattan,Manhattan,2019-03-22,2019,3,22,19,Friday,8.93
1715,1715,2019-03-08 23:03:31,2019-03-08 23:15:21,1,1.74,9.0,2.56,0.0,15.36,yellow,credit card,Lower East Side,Battery Park City,Manhattan,Manhattan,2019-03-08,2019,3,8,23,Friday,11.83
1716,1716,2019-03-27 11:59:57,2019-03-27 12:22:29,1,2.7,16.0,4.8,0.0,24.1,yellow,credit card,Clinton East,Upper East Side North,Manhattan,Manhattan,2019-03-27,2019,3,27,11,Wednesday,22.53
1717,1717,2019-03-19 16:48:14,2019-03-19 17:01:10,1,2.07,10.5,2.46,0.0,14.76,yellow,credit card,Washington Heights South,Manhattanville,Manhattan,Manhattan,2019-03-19,2019,3,19,16,Tuesday,12.93
1718,1718,2019-03-23 14:41:02,2019-03-23 15:05:32,1,3.51,17.5,0.0,0.0,20.8,yellow,cash,Meatpacking/West Village West,West Chelsea/Hudson Yards,Manhattan,Manhattan,2019-03-23,2019,3,23,14,Saturday,24.5
